PuzzleId,SF_Material,SF_Positional,SF_Final_Eval
VHfiO,-0.3,0.16,-0.14
VPLHw,0.46,1.12,-1.87
fLMY8,0.32,-0.1,0.27
tJAn2,2.73,-0.67,-2.63
7qJZQ,,,
ViuLk,0.38,-0.12,0.33
CUFIi,0.07,-0.13,-0.07
DCOme,0.5,-1.36,-0.99
HOaZP,,,
4rsRr,3.01,-0.33,-0.83
Pdxkd,1.98,-2.52,-0.67
LhAC9,3.43,-0.45,-2.75
fCdKu,0.42,0.6,1.31
j7wyk,-0.15,-0.78,1.22
9ysvk,2.3,-0.85,-1.52
SxDzN,1.2,0.98,2.48
6sWKa,0.19,0.45,0.83
pOvXm,,,
icLjL,1.72,0.23,2.21
6mHOk,0.26,-0.21,0.04
Rlg1D,-1.79,0.88,0.95
JK1EC,0.71,-1.68,1.23
GxwZA,,,
I96xC,0.54,-0.26,-0.3
QgbKx,,,
2rYOc,-0.61,0.06,0.64
UaEvO,0.65,2.97,4.13
XiCz6,0.81,0.9,2.12
2ioMD,0.64,-0.3,-0.35
5ucEG,0.58,0.11,-0.77
lI93O,2.13,-0.24,-2.14
d9KWD,,,
Oxp2s,0.47,0.62,-1.32
NPXGv,3.13,-1.33,2.48
LHNYl,0.51,1.12,-1.88
Z77SI,0.19,-1.59,-1.75
LR8Tj,0.43,1.46,2.24
mqt1m,,,
wxotQ,0.74,0.72,1.75
lNPCa,-0.43,-0.31,0.93
jUVgL,-0.1,-0.34,-0.56
dxLfn,0.57,-0.47,-0.09
CZJPa,0.73,0.31,1.09
nFHWW,0.99,-1.65,0.86
2XnnR,,,
DgtaW,0.24,-0.29,-0.07
QHqnT,1.08,0.9,-2.36
oIAH4,0.07,0.39,0.48
9Ocl1,-0.15,2.09,-2.36
wy86t,0.01,-0.23,-0.24
4f0Cn,0.33,-0.53,-0.27
yTDFV,-3.27,1.17,2.65
VuDlh,0.76,0.98,-2.08
YlpDk,1.52,-0.68,-0.91
3DHvx,-0.51,0.06,0.5
vfGPs,-0.01,1.51,1.79
kRkZ8,0.79,-0.16,0.73
xDmoc,0.33,0.23,-0.68
ab2EI,-0.32,-0.32,0.8
VWOQ4,0.24,0.74,-1.22
QpRgT,0.07,0.51,0.69
nEobI,,,
2Twm5,0.53,-0.1,-0.52
ioN0Q,0.46,0.57,1.33
8P7rc,,,
kWoPQ,,,
4I60W,-0.43,0.4,0.01
cYJhK,0.02,-1.01,1.12
Kmb8e,0.34,1.05,-1.74
XRJdh,,,
bdffN,0.3,-0.05,-0.25
vDHo0,0.14,-1.04,-1.06
U6Er1,1.5,-1.56,0.13
UAt5g,,,
e0kLr,-0.05,-0.32,-0.48
YE0pk,,,
TKRWS,1.12,1.32,3.07
q8GqV,-0.25,0.25,0.01
X5LEt,0.71,-0.54,-0.16
gcoP8,0.9,0.38,-1.56
bwhfM,-0.1,-0.45,0.72
mye3J,0.4,0.5,-1.01
HH7wJ,1.33,-0.73,0.57
aQSHa,-0.15,-0.98,1.32
YY40L,-0.28,0.34,-0.09
A48Ol,0.1,0.57,0.85
0K2H7,,,
TwPrv,-0.13,0.15,0.03
xI4Hq,-0.34,0.98,0.78
AJyLf,1.28,1.23,-2.8
9TDl7,1.17,-1.48,0.42
wGiGN,0.84,-0.05,-0.91
sVmlZ,-0.47,-0.06,0.66
f6mPU,0.45,0.77,-1.26
9KbRT,1.65,0.49,-2.42
opBvV,2.38,-1.89,-0.42
AgR0G,0.68,0.26,1.2
wWnmr,3.06,1.49,-3.06
0YDoh,-0.04,-0.27,-0.42
YbPy5,-0.53,-0.23,0.88
10SVS,-0.21,-0.12,0.41
GFvIV,-1.89,1.13,-0.77
rZU3t,0.03,0.26,0.37
rKetE,0.01,-1.57,1.95
UOTyq,-0.22,0.17,0.04
jRYXr,0.7,-0.67,0.0
u2yF2,-0.03,-0.14,0.23
uuGPL,0.41,0.15,0.69
KpY2K,1.49,-1.26,-0.2
D2ehT,,,
U37qa,0.43,-0.67,-0.32
EJMVF,-0.24,-0.21,0.47
4GMFV,0.07,-0.38,0.32
d2O2H,0.69,-0.3,0.45
slkTj,2.26,0.33,2.91
Tphzk,1.58,-0.7,-0.97
CgXuN,0.58,-1.01,0.51
8Ls2i,,,
4OBYM,-0.06,0.6,0.64
u6jZq,1.36,0.99,2.67
TKW8l,0.58,-1.56,-1.24
jO5aj,,,
5iJWN,,,
yP8uH,1.06,2.37,4.01
6ghjM,-0.17,0.38,0.25
4eH3L,-1.03,2.28,1.46
xQ63s,0.31,1.45,1.87
dIq6h,,,
TO7nq,0.35,0.08,0.44
J9WVC,0.28,1.07,1.61
z9J7i,-0.51,-0.06,0.71
pRFdz,-0.4,0.12,0.32
eAEPX,0.74,1.47,-2.77
I2NM4,,,
e9BtF,-0.08,-0.07,-0.17
YJou1,-0.03,-1.18,1.28
qhy6r,0.26,-0.6,-0.38
LY8nv,2.04,-3.53,-1.69
9y4jJ,-0.06,1.01,1.01
CiRd9,0.47,-0.48,0.03
rsdvY,1.95,0.5,2.56
awK4q,-0.67,-1.35,2.43
OBhdv,2.25,-1.46,-0.79
E3d9i,-0.65,0.12,0.64
u5a4V,0.1,1.2,-1.65
H9XpP,2.29,1.69,-3.33
GHhWN,0.18,0.15,-0.36
Xi4oQ,,,
WHYRG,-0.14,0.37,-0.3
izN4M,0.28,0.17,-0.48
JaE2m,0.32,1.21,1.85
6eiiG,0.25,0.21,0.57
SurSM,-0.36,0.34,0.0
52abn,,,
Buc4Z,-2.17,1.6,0.53
j0miJ,,,
7XjAD,0.0,0.82,1.07
CtsE0,1.0,0.89,2.06
rUYOw,1.07,0.38,1.8
4cnq8,0.31,-0.28,-0.02
W70qw,-0.08,0.14,-0.07
y7plo,0.18,0.21,-0.48
IhUjC,1.42,1.6,-3.44
CXpiR,-2.56,2.64,-0.22
vDs78,,,
1E3QW,3.47,-2.32,-1.41
04k5T,-0.43,-1.72,-2.27
ObSul,-3.46,3.91,0.82
Mp9ax,,,
UcOCj,0.85,2.03,3.21
5BH3E,0.15,2.33,3.06
FZUog,3.0,-0.77,-2.26
P7e7I,0.24,0.52,-0.84
caf70,0.35,-0.02,0.41
7xaNz,-0.2,0.33,-0.15
nMHIj,-0.56,-0.09,0.79
KdGEh,0.27,0.35,0.8
Lq1Na,3.03,-1.09,-1.51
YEcEV,0.61,-0.45,0.14
norx4,0.32,1.04,1.73
Dp1jy,0.37,0.63,1.06
kWrGu,-0.4,0.61,-0.25
T1OoF,0.88,0.59,1.79
FjO54,-0.39,0.39,0.01
4Sr7z,0.68,1.26,-2.08
0EcHs,2.07,-2.93,1.08
ROShg,0.72,-0.06,-0.75
6vZu7,0.41,-0.1,0.35
SkGRn,-0.62,-0.54,1.49
jSQai,2.91,-2.21,1.44
VlHEx,1.17,1.14,-2.57
LFwxN,3.55,-0.78,-1.22
Wmh3N,-1.23,-0.27,-1.68
yjsXA,-0.64,0.14,0.53
8zkJO,,,
WVCgU,-0.32,0.34,0.03
ec8I6,3.0,-2.72,0.9
fR4Sl,0.41,-0.86,0.55
Can93,1.42,1.33,-3.37
JsP1C,1.7,-0.8,0.97
qpsZh,0.97,-0.29,0.7
Y0WE4,0.37,0.83,1.3
SlSMy,-0.05,0.31,0.33
JjENr,1.83,0.58,-2.86
vTpme,1.0,0.95,2.25
gtb8Q,1.47,-1.69,0.34
UBZMj,0.05,-0.13,0.1
Br3gN,2.75,-0.37,2.54
ODshj,0.27,-0.34,0.1
dHREV,0.12,-0.09,-0.03
CE23A,0.12,-0.29,0.19
WmPUM,,,
KbxzL,-0.71,1.26,0.64
pu0F5,-0.13,0.31,-0.23
JMCV9,,,
AgqaU,0.51,0.46,1.21
7sQhz,1.57,1.98,-4.07
qcJ83,,,
LTJcU,2.39,0.43,1.34
2Xh1s,2.8,-1.02,1.75
AuThx,-1.25,-1.29,-2.82
H0o9g,0.72,0.21,-1.05
MzHrS,0.1,-0.82,0.9
zn6e4,-0.19,-0.73,1.17
U5pvk,0.06,-0.08,-0.03
louyL,,,
0Sz3t,-0.12,-0.89,-1.23
0jblk,1.94,-0.49,-1.54
kmITr,1.06,-0.23,0.82
46vOV,0.42,-0.1,0.36
6IkVq,0.43,-0.39,0.02
vYL10,-0.3,0.2,0.1
DLBh9,-0.26,-0.37,0.75
J2NwG,-0.74,1.66,-1.14
YI2Vq,0.53,-0.48,-0.02
rvEhR,0.16,0.33,-0.57
t9oD2,0.08,-0.12,0.05
SChgy,0.62,0.63,1.52
CoPDQ,0.09,0.62,0.86
JH4of,0.03,0.1,0.15
oyKbi,0.79,-0.45,0.33
ktz1g,0.82,-1.33,0.63
z8483,1.85,1.44,-3.83
Taoys,0.0,0.41,0.54
8Xmyn,1.02,1.67,-3.29
yZC0a,3.3,-0.06,-3.82
la5so,,,
3DjdV,0.58,0.49,-1.14
uQ1fn,-0.01,-0.29,0.38
OjtOd,1.1,-0.69,0.42
ijNcj,0.36,0.57,-1.09
IIQIW,-0.51,-1.69,2.53
p01QR,0.2,0.3,0.64
TZhjq,1.46,-1.44,0.06
uGh7C,0.72,-0.24,0.49
uJbw0,0.19,0.19,-0.44
sXKwK,0.11,0.43,-0.65
hb8or,-0.19,-0.06,0.26
4pQLW,0.79,0.09,1.1
KL4bD,-1.81,2.23,0.57
L0Pfk,,,
XEImh,1.74,0.3,2.35
6yea2,2.12,0.58,-2.77
pO35Q,0.03,-0.1,0.08
NHPoO,-0.24,-0.78,1.3
YYBhv,0.27,-1.61,-1.59
zqLCp,-0.46,0.35,-0.09
iAaam,0.07,-0.6,0.58
O4qfl,1.99,1.98,-4.21
Ns9VB,,,
jMwdh,,,
mVZrx,0.33,-0.17,-0.17
dZksH,,,
TxnRE,0.72,0.57,-1.56
qBKTO,0.79,0.11,-1.04
Mzlok,2.15,-1.96,-0.1
yTSG7,0.72,0.65,1.71
ok5aa,-0.54,0.74,-0.27
x531F,0.15,0.01,0.17
SL6NY,0.36,0.38,-0.91
fHgG5,-1.12,-0.79,1.97
RtIir,0.39,0.05,-0.47
RP8Ek,-0.75,-0.34,-1.16
VAEEr,0.7,0.34,-1.27
RNkVF,-0.29,-0.15,0.55
2AHIf,0.93,-2.31,-1.63
ksfCz,-0.1,-1.97,2.45
Ypax0,1.46,1.35,-3.46
bAR4E,0.31,0.35,-0.82
pzCUA,1.55,1.78,4.06
J3KmC,-0.02,0.61,0.65
AIXKK,3.55,-1.94,1.39
f0c4Z,0.57,0.3,1.06
uOdEo,-0.55,0.67,-0.17
Uktw6,0.24,-0.69,-0.48
oHUI5,0.05,-0.18,0.15
LYQ3o,4.37,-0.89,2.86
kKxBx,0.6,-0.15,-0.53
F30jv,1.0,1.45,-2.79
8hV4b,0.46,-0.19,-0.32
8kbsv,0.19,-0.1,0.08
ahcYj,0.01,0.4,0.45
aJalS,1.09,-0.8,-0.29
lm1E5,-0.25,0.33,-0.11
ck4Ty,0.29,1.9,-2.71
ckn6A,0.44,-0.33,-0.11
1lYmA,0.74,0.51,1.34
TWANC,0.81,0.76,1.91
0CoXE,,,
Gxq9H,-0.01,0.17,-0.21
pRUNR,2.25,0.76,-3.59
kx5AQ,,,
w9wXQ,-0.44,0.73,0.37
90Smx,-0.09,0.15,0.06
g25Zh,0.21,-0.42,-0.23
ZK4S4,3.52,-1.53,-1.44
vWTB5,0.18,-0.47,-0.39
1JPQD,0.21,0.54,-0.96
gHiTJ,3.5,-4.57,2.14
TRmGr,-0.44,1.05,0.67
mX90x,-0.26,0.75,0.63
NB81J,1.08,1.54,2.89
Fh3OY,-0.04,-0.15,0.22
JRl84,,,
zgFkE,1.2,0.36,1.78
SLNWv,0.27,0.71,-1.11
jzXJe,-0.6,-0.51,-1.35
m8Fp1,-0.13,0.16,0.04
RSGif,1.39,-0.29,-1.09
TdtWw,-0.28,0.05,-0.27
Wt3ly,-0.06,1.74,1.87
W5hkE,-0.4,0.09,-0.37
O0C7x,0.08,1.26,-1.53
w6wb1,-1.72,1.69,0.05
vOOAO,1.07,1.0,2.35
nY4Ni,-0.72,-0.73,1.51
ewlBz,2.77,0.85,1.1
s8BeU,-2.02,1.22,0.84
npwLQ,,,
nfW02,,,
wOhRY,-0.17,-0.14,-0.35
xiFg2,2.65,-0.05,2.42
wsvum,0.42,0.05,0.46
eB78Y,-0.34,-0.5,1.02
pcXz1,1.66,1.28,-3.04
PW1zg,0.81,-0.79,0.02
7hzQD,-0.33,-0.2,-0.65
XMSOY,0.05,-0.14,-0.1
dklF3,0.59,-0.56,0.0
GMVBh,2.93,0.74,-3.27
cShvg,,,
egAjZ,1.48,0.07,1.82
fzdJx,,,
N18c5,-0.02,1.92,-2.24
8qVNE,0.09,-2.52,-2.51
7Rgo1,,,
S82cH,-0.31,-1.19,1.86
TXeaP,1.92,0.05,2.23
Dpwtl,1.68,-0.22,-1.62
S9co1,2.78,-0.18,-2.45
sMS9b,1.16,1.64,3.45
iAk99,-0.06,0.17,-0.12
mrRyg,0.78,0.65,-1.6
AJGgn,1.44,0.47,-2.16
srkko,-0.1,2.2,-2.31
ItdAq,-0.52,-0.04,0.59
YQhyH,0.04,0.27,0.33
7G4jR,,,
tGe4f,-0.12,-0.04,0.18
sq8ZJ,0.81,-0.41,0.4
N61MB,1.52,2.2,4.14
BPGFJ,0.1,0.57,-0.85
JP0w9,0.11,0.35,0.57
n8qfU,,,
vuKMt,3.08,-0.4,2.52
IUNdC,0.34,0.12,-0.53
rYshT,0.44,-0.31,0.12
XTEqf,-1.87,2.25,0.53
R7kwV,-0.37,-0.67,-1.33
4dvK8,1.58,1.54,3.95
DygEg,,,
MUYOL,1.02,1.06,2.61
Q5Ezj,-0.98,0.17,0.93
jGAdO,,,
c3uaZ,,,
Hq9KO,0.85,1.14,2.4
ochrC,2.44,0.19,-2.81
XNEBj,1.56,-1.09,0.46
FrMYh,1.47,-0.3,1.23
PdGlE,2.36,-0.3,2.33
uDRs9,-0.4,0.15,0.29
pZ7Md,-0.34,1.54,1.51
js9y8,0.21,1.33,1.68
a5rqL,,,
Lo2ug,0.75,0.28,1.14
RLzTm,-0.2,-1.31,-1.9
jqZP2,0.31,-0.11,-0.22
NNU5y,-0.84,-0.47,-1.58
cYzcn,-0.22,0.17,0.04
dDrIt,0.16,0.11,0.33
P46ZY,,,
I2xdE,1.36,-1.23,0.07
ZcJcd,-0.05,0.33,-0.34
VNeal,2.21,0.36,2.06
4yscr,1.45,-0.14,1.34
H0GXc,0.6,0.46,1.3
99eSY,0.13,1.23,1.65
jbdq7,0.21,-0.49,-0.35
a4AnP,0.04,0.0,0.04
ujZnS,3.23,-1.21,-2.09
mrPN1,,,
0r9ML,-0.9,1.58,0.82
5qWeq,1.86,0.28,2.2
olUoy,2.12,-1.01,-1.21
LsTYw,1.45,-0.08,1.57
joSTm,2.81,1.54,4.12
dAeKH,0.22,0.91,-1.33
Dy7uM,1.98,1.65,-3.88
tkGzJ,0.42,0.25,0.74
bwZPO,,,
yDcL1,0.37,0.54,1.02
dEdun,0.21,0.19,0.48
GYoe1,5.92,-2.94,2.45
MQqu6,-0.1,1.33,1.46
qeSa1,0.4,-1.62,1.44
ZpbvG,0.33,0.15,0.5
4mFIm,1.4,-0.9,-0.48
47N1I,-0.55,-0.28,1.02
stAFm,-0.48,0.22,0.25
do8Nw,2.74,-1.53,-1.18
wHfox,1.64,0.37,2.39
Hwnyo,2.9,-1.83,-2.19
7TUV6,1.06,0.06,-1.15
0O4KZ,-0.51,0.5,0.01
UBMHR,1.33,0.17,1.84
llWlT,-0.35,2.17,2.19
z1Gsy,0.46,-0.14,0.37
b4AX8,1.69,-0.87,0.9
FXlqn,0.65,0.65,-1.53
GUHvn,,,
aMu8B,2.02,-2.41,0.54
ybJ6y,1.98,1.22,3.72
Nhp9O,-2.8,0.4,-2.69
LfP7O,-0.16,0.25,0.13
crSW5,,,
EgFtY,3.34,-1.56,2.15
9csPt,-0.51,-1.01,-1.9
KL0jw,,,
BE6co,-0.01,-0.28,-0.31
fhoPL,-0.34,0.2,-0.15
58j2z,0.67,0.39,1.28
jiR4G,0.49,1.84,2.95
eh8kX,-0.32,-0.14,0.54
s3TP3,0.03,1.61,1.71
Uak65,-0.1,0.15,0.06
kBSLV,-0.35,0.32,-0.01
vnAME,0.13,-0.57,0.55
oVqAA,0.3,0.08,0.48
G8tuz,0.66,-0.82,-0.23
FxoYD,-1.24,-0.28,-1.77
wDbMj,0.33,0.36,-0.79
1PBCR,-0.19,0.45,-0.35
ih0iU,-1.36,0.46,1.07
MJHXi,-1.59,2.15,-0.71
VgDm6,-0.19,0.33,0.18
QBXDu,0.21,-0.62,0.5
t3QYU,-2.92,3.34,0.58
YEKBi,1.34,-0.97,0.35
XB2Hn,1.05,2.99,4.23
i0U0Z,-0.19,0.12,-0.06
wkXwQ,0.25,-0.04,-0.21
7hgC4,0.26,-0.52,0.31
Z8jlc,,,
6BTL7,1.3,0.67,2.32
Ot1Um,0.44,-0.38,0.04
bUvqy,0.04,1.61,1.91
GRwbp,0.7,0.44,1.37
oYVu3,-0.06,-0.97,-1.05
B0Yyn,0.77,0.14,1.07
T2SW8,0.33,0.71,-1.28
D1SnB,0.58,-1.16,0.75
x7CcS,-0.59,-0.39,1.17
2UcXh,1.13,1.45,-3.07
LFGzZ,-0.41,-0.01,-0.51
XmSH1,0.26,0.05,-0.32
EauPY,0.75,-0.3,0.52
svJZo,0.53,0.14,0.82
KYk4m,-0.4,1.18,-0.88
tVsT2,0.55,-1.12,0.73
4zAMH,0.07,0.0,0.08
iwOv8,1.04,0.66,-2.03
1Q1sl,-0.67,1.33,0.81
IIpiP,4.63,-1.81,-2.63
83DHF,0.22,1.83,2.41
ahwtI,,,
w0b57,-0.1,-0.22,-0.37
fWcMT,0.62,-0.44,-0.15
qaac0,-0.14,-0.66,-0.71
9r5r9,0.71,1.02,-2.11
MsJlj,1.07,1.44,3.1
lKQpZ,1.85,-2.48,0.83
4zaWH,-0.15,0.14,0.01
vLB2V,1.25,-0.47,0.84
Wg1Hg,0.96,0.84,-2.25
iwudM,0.36,-0.02,0.41
FrFZg,,,
ic8JG,-0.06,0.28,0.27
bNApq,0.38,1.69,2.54
j3s3P,1.62,1.98,-4.27
o1qhv,0.66,1.5,-2.35
bKDRj,-0.51,-1.2,2.07
dvhKW,3.7,1.65,-4.04
LcZJa,1.1,0.03,-1.09
oA8p8,1.52,2.06,4.05
3BKSp,0.31,1.52,2.33
NbNdC,-0.33,-1.32,1.72
rpCo8,-0.79,-0.23,-1.25
gTOnm,1.42,-0.31,1.24
KL8mx,0.39,0.22,-0.65
NTMYL,,,
cgqPU,0.93,1.07,-2.46
FfQcP,1.3,1.77,-3.54
VvOCs,1.04,0.71,1.88
DWJXU,0.29,0.18,0.6
aYmqe,0.2,0.98,-1.39
tOVlX,-0.53,-0.3,0.98
TEXX1,1.19,1.45,3.23
wrsI3,0.2,0.06,0.26
ylOhO,-2.29,1.43,0.91
C3rPo,-0.11,0.06,-0.05
koO7T,3.13,-2.42,2.47
XbyX1,0.05,-0.99,1.19
ddALv,0.72,0.43,1.31
opWZ6,0.73,0.27,-1.15
JHAnD,0.21,0.4,0.76
BI6Jh,0.13,0.3,-0.5
rTesY,0.26,-0.94,-0.75
c2Glo,-0.34,-1.64,2.37
hqqbn,1.34,0.14,-1.75
d85cC,0.81,-0.25,0.59
SEPO1,2.09,0.87,3.25
8VSGq,-0.36,-0.3,-0.69
WKGhM,0.51,-1.36,1.06
lGMnb,-2.27,0.56,1.83
0fel3,0.22,-0.19,0.03
IlFM6,,,
55qzP,0.52,1.97,-3.11
eISzv,0.12,0.46,0.74
rVN3m,,,
xuIQ9,0.39,-0.42,0.06
m6hEo,,,
Gy3eE,1.13,0.75,-2.37
WCR0N,-0.03,-0.06,0.09
4a1rJ,1.03,1.16,2.69
tLAQM,,,
nCYji,-0.23,-0.55,0.87
AtikW,,,
sRHhN,0.89,0.46,1.65
SXWju,0.93,0.35,1.55
yhoi1,2.03,2.19,4.84
3LwF8,0.6,0.22,-0.96
HxtAf,2.74,-1.23,1.61
WchMG,0.89,1.16,-2.39
xgKIT,,,
AvwY7,,,
tolBs,0.89,0.85,2.16
DhewD,-0.11,0.03,-0.08
hfV95,,,
t8IEa,0.46,-0.02,-0.5
SkEND,0.59,0.08,0.84
En0hd,0.32,-0.43,0.15
z3lep,,,
gRCIJ,2.7,0.63,4.2
8UqIN,0.39,-0.82,0.55
1Mg7n,0.28,-0.2,0.07
L7tek,,,
cAL5O,-0.96,-0.83,2.1
FJNOv,2.26,0.58,-3.18
xWuNr,-0.1,0.14,-0.05
aEbYU,0.58,-0.18,-0.42
adbUA,0.09,-0.36,-0.36
xLvT9,-0.16,-0.03,0.22
1RzCO,,,
4nj7l,1.18,0.22,1.59
ZgrsS,0.13,1.14,-1.63
6VLfN,0.49,-0.24,-0.27
mLb5n,0.09,0.08,0.2
64F5m,-0.42,-1.05,-1.83
IQrNi,1.89,-1.31,0.6
78Jq0,-0.06,-0.04,0.11
knl45,-0.12,-0.77,-0.93
zaPId,0.33,0.42,0.83
qUZ3v,1.2,1.01,2.61
tjjjI,-0.82,0.53,-0.31
d7aJD,-5.69,6.2,-2.57
0nYAf,0.67,1.13,-2.2
9rvLE,1.66,-0.57,-1.25
IYwdx,,,
rNw6h,0.07,1.01,-1.19
VwLoc,-0.11,-0.1,0.27
2XImj,2.36,1.32,4.32
uhOp8,,,
9rcjy,0.23,0.78,-1.3
7gPsY,1.35,1.21,-3.05
poy2e,-0.35,-1.16,-1.64
bgMgU,0.62,0.1,0.74
xvp9c,1.27,0.52,1.85
Kbaou,,,
BWfeM,0.05,-0.05,0.0
HICm4,-0.5,0.12,-0.47
xHglD,-0.35,2.18,2.21
xRRXo,-0.53,0.46,0.05
mxaHY,1.61,2.34,4.3
98zhh,,,
FTVPI,-1.45,0.64,0.9
1UXm5,1.25,1.73,3.73
vu8Vg,,,
IVz7M,,,
rwIyo,,,
txRal,,,
aHY5c,0.02,-0.57,-0.68
618gR,-0.9,-0.17,1.2
2J8rO,-0.04,0.27,-0.28
B1mn2,,,
iSLuw,0.31,-0.47,0.22
cJrKZ,,,
JlJas,1.72,1.98,-4.26
C0c8R,-0.06,0.14,0.1
4efpf,,,
zaL73,,,
QK6xq,1.83,0.76,-3.12
WoqQS,0.29,0.07,0.44
0EDve,0.03,0.16,-0.21
Xc24M,0.05,-1.01,-1.17
jgvk6,-0.37,0.18,-0.2
m6Nyf,,,
sMeDX,0.21,1.01,1.48
IsDeg,0.12,0.67,1.01
3FwC2,0.04,1.52,1.88
QAUH9,0.21,1.99,2.32
bTJCC,0.03,0.97,1.27
dmxTG,-0.08,-0.17,0.32
DxuuY,0.72,0.52,-1.52
rhCtG,-0.91,0.91,-0.05
E5Byc,2.29,0.94,2.05
wV2S7,0.62,2.36,-3.42
XPOtx,,,
1Io6t,-0.2,0.29,0.12
v1RiW,0.05,-1.66,1.91
WqM37,1.33,0.36,-1.95
kernQ,-0.12,-0.1,-0.26
8OZi7,-0.3,0.04,0.31
OpWXx,0.46,0.49,1.06
Lebz9,,,
QQXhZ,0.86,2.1,3.44
5tfzP,-0.1,-0.03,-0.16
cnhfg,-0.51,0.3,0.24
Xnfq5,-1.56,-0.62,2.51
dm2Cp,0.42,1.21,1.81
MrE85,-1.81,-1.82,4.51
jWcHX,,,
CCTmH,-0.57,1.36,-1.04
RuXCe,1.64,0.91,3.02
3QBUH,1.12,1.21,-2.2
6V4VS,0.64,-0.4,0.25
pLFFZ,1.9,-0.31,-1.62
FaEai,-0.21,0.23,-0.04
MnfiP,-0.15,0.13,0.01
DYSZw,,,
RSAZc,-0.85,-0.02,-0.99
omzqV,0.87,0.91,-2.27
5vTDv,0.13,-0.59,0.48
KwRXf,-0.24,1.1,-0.93
wd0nx,1.17,-1.06,-0.07
BKIKQ,-0.79,0.28,-0.56
eUGOy,0.24,-0.43,0.21
fyyvd,-0.73,-3.13,3.79
QGY5a,0.27,0.63,1.12
mEI8i,,,
3P86y,,,
fA1KR,0.91,-0.38,-0.51
63yh7,1.47,-2.14,0.84
68MD3,0.16,-0.03,-0.16
RiTHr,0.08,-0.34,0.32
BPkGR,-2.07,1.48,-0.56
9Ihj5,-0.23,0.47,-0.26
hjaw4,0.19,-0.76,-0.73
Zizws,-0.42,0.99,-0.72
1Wai3,0.46,0.51,0.99
08E4k,0.96,-0.63,0.33
LV9xq,,,
BtPg0,0.17,0.31,-0.56
jm3e1,-0.42,0.23,-0.17
OZ85Y,1.79,0.52,-2.74
axU7q,,,
Xmb5j,0.45,0.26,-0.9
BJyyo,2.11,-1.3,0.76
iQRkY,0.71,-0.03,-0.83
bSgja,-0.57,-0.92,-1.89
tgEpq,,,
Lsa2g,-0.03,-0.58,0.79
9I1te,3.23,0.72,-4.03
yUoP0,2.55,1.55,-2.47
tX7Kn,-0.28,0.18,-0.11
ULZm1,4.97,-1.83,-2.13
0zCXP,0.17,-1.18,-1.28
wLlAr,1.07,-1.59,-0.69
HdQ7Z,-0.06,0.13,-0.09
00J1Y,0.43,0.29,-0.87
UBdLO,0.57,-1.12,-0.7
e1DQz,0.74,2.52,3.74
46yZe,0.99,0.99,2.52
sMDCK,-2.25,0.69,-1.7
xc6aM,0.09,0.1,0.2
S1HR1,-0.15,1.39,-1.3
AAZzD,1.56,-1.63,-0.14
5SaqE,-0.59,0.96,0.42
IJMJV,-0.26,-1.09,1.74
Zefdb,-0.62,-0.83,1.59
KnpKi,-3.55,-0.09,5.34
jt4iX,1.08,1.44,-3.1
eIh7Q,0.33,-0.03,0.36
Fe8xk,0.27,-0.78,0.66
UP0my,-0.76,-0.19,1.19
96yrL,3.3,-0.64,2.11
AND8G,1.01,0.51,-1.69
tuv3f,-0.37,0.09,0.34
StwJ6,0.56,0.71,1.49
FIfAw,-0.4,-0.2,0.69
PQgHH,0.35,-0.38,-0.05
MEEuk,0.14,-0.1,-0.04
yOmBU,1.64,-1.37,0.22
pQV3a,0.78,-1.61,1.03
kxjMG,2.1,1.17,3.83
rw5rU,0.05,0.12,-0.21
49E5y,0.78,0.65,1.53
0WwLW,-1.49,0.92,0.61
1XNLH,0.05,0.31,-0.47
UV7x0,1.42,0.05,-2.12
m9Swc,-0.14,-0.36,0.65
fDqNh,-1.24,0.01,-1.31
ubaoE,-0.43,0.69,-0.35
hN5lV,0.59,-0.59,-0.04
keSzK,-0.73,-0.61,1.56
O2cKa,1.09,0.6,-2.04
PllsF,0.93,0.99,2.3
23BKL,-0.61,-0.48,1.4
o1E5p,0.72,1.2,-2.0
CuFJK,1.2,-0.54,0.75
BcpOE,0.94,1.18,2.43
mAbls,,,
Zup0P,2.07,2.01,4.65
Cb7rs,0.62,0.18,0.96
41CDj,0.06,1.01,1.35
pbonw,0.65,0.26,-1.15
M9Sc9,-0.13,0.25,-0.15
zyCWe,1.22,-1.4,0.3
hJnWU,-0.47,-0.3,0.89
YchVt,0.32,0.88,-1.29
hm791,2.52,-1.79,-0.9
SkUjV,4.51,0.94,5.93
4k817,0.1,-0.14,0.06
fIsdL,-0.29,0.02,0.33
Pv5rS,0.24,0.17,0.49
UsSoJ,-0.66,-0.01,-0.83
DaNZf,0.68,-0.03,-0.75
aEY9K,0.23,-0.42,0.24
y5LQW,0.46,0.53,1.2
Np45C,-0.18,-1.76,2.4
p2FBV,1.02,0.45,-1.73
NwUWO,-0.22,-0.31,0.58
QSZxW,-0.07,0.8,-0.88
hluHj,,,
4ZyR7,,,
g3Z0o,,,
H6u9k,,,
gUc5Z,0.84,1.1,-2.42
vXPMR,,,
4KJfK,-0.31,0.4,-0.11
ZrQhi,,,
gMJHy,-0.26,0.3,0.07
NtVAc,-0.17,-0.27,-0.51
B9ciw,-0.15,0.69,-0.65
ZEvVq,,,
CBsOS,1.77,2.29,-4.63
